🔒 Row ID,name,category,address,coordinates,phone­_number,yandex_map_link,gasoline,ai-80,ai-91,ai-92,ai-95,ai-98,diesel,working_hours,wc,wifi,shop,cafe,parking,car_wash,tire_service,created_by_email,created_by_name,creation_date,gas,methane,propane,praying_room,electric_charging
z0wSmPLlSmOVjYSzhorbFQ,АЗС,АЗС,"ул. Мусаффо, 1","40.402466, 71.752069",Нет информации,https://yandex.uz/maps/-/CDXHbK4U,true,,,,,,,24/7,true,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.15.2024,,,,,
yRJFsFuhT8mJrFhGJy7Alw,Метан,АЗС,"Ферганская область, Куштепинский район, махаллинский сход граждан Ешонгузар, улица Саодат, 50","40.452807, 71.664807",Нет информации,https://yandex.uz/maps/-/CDXHfZnw,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.15.2024,true,true,,,
sNa2nPJOQ3-rBrhCUWuIMA,АГЗС,АЗС,"Ферганская область, Куштепинский район","40.428232, 71.680110",Нет информации,https://yandex.uz/maps/-/CDXHfW6a,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.15.2024,true,,,,
AFKydIGwQiO87g1na5Qt3g,АГНКС,АЗС,"Ферганская область, Маргилан, городской посёлок Янги Маргилан","40.425740, 71.682779",Нет информации,https://yandex.uz/maps/-/CDXHfD7u,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.15.2024,true,,,,
B851dsOCQaCpQC.nLFw6pQ,Реал газ,АЗС,"Маргилан, ул. Янги Хаёт, 11A","40.423401, 71.707677",Нет информации,https://yandex.uz/maps/-/CDXHjYL~,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.15.2024,true,,true,,
HlJSPi6uRxGaIWkmByzXMQ,Чукур метан,АЗС,Ферганский район,"40.422171, 71.708846",Нет информации,https://yandex.uz/maps/-/CDXHjZJJ,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.15.2024,true,true,,,
dZYtNIvMRuWbyX0ibEz1zA,Yormozor metan,АЗС,"Фергана, махалля Яр-Мазар","40.407741, 71.744114",Нет информации,https://yandex.uz/maps/-/CDXHjLK1,,,,,,,,06:00 – 17:00,true,,true,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.15.2024,true,true,,,
8OZjhFqtSKexPzrJtzk.pQ,Avtogaz ustaxonas,АЗС,"Фергана, махалля Яр-Мазар","40.407627, 71.744660",Нет информации,https://yandex.uz/maps/-/CDXHnKiI,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.15.2024,true,,,,
fBkCI2J7QtStf4Y5BLeyvQ,Пропан,АЗС,"Ферганская область, Алтыарыкский район","40.587989, 71.401867",Нет информации,https://yandex.uz/maps/-/CDXHrFpk,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.15.2024,true,,true,,
LF48kQ3iS66GFrG-IlkNAg,Метан,АЗС,"Ферганская область, Куштепинский район, населённый пункт Каракушчи","40.464049, 71.654042",Нет информации,https://yandex.uz/maps/-/CDXHrGOD,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.15.2024,true,true,true,,
I6IiXS40TxmH6G1tx6XD6Q,Tok Bor,АЗС,"Ташкент, Ташкентский центральный экопарк имени Захириддина Мухаммада Бабура","41.307274, 69.295645",+998 787 77 77 87,https://yandex.uz/maps/-/CDdIM4PE,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
AU.JUTsMQCGOPhYannhMjw,Tok Bor,АЗС,"Ташкент, улица Махтумкули","41.303699, 69.315366",+998 78 777 77 87,https://yandex.uz/maps/-/CDdIMX-m,,,,,,,,24/7,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
PUGF1nQeSZyYhn9HHJyiqg,Tok Bor,АЗС,"Ташкент, Яшнободский район, махаллинский сход граждан Чулпан","41.304566, 69.303561",+998 78 777 77 87,https://yandex.uz/maps/-/CDdIQ4kr,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
UT5twP7cQPunUtnubD7OSQ,Tok Bor Hybryd,АЗС,"Ташкент, Яшнободский район, махаллинский сход граждан Чулпан","41.303971, 69.305164",+998 78 777 77 87,https://yandex.uz/maps/-/CDdIQRoJ,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
PVAKYZ4wSjeNNJU.xrOcQg,Tok Bor,АЗС,"Ташкент, 2-й проезд Тараккиет","41.303986, 69.306519",+998 78 777 77 87,https://yandex.uz/maps/-/CDdIQWMZ,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
EQDcvxn9Q1KrTzWJ1yu5bA,Megawatt Energy,АЗС,"ул. Махтумкули, 1А","41.302804, 69.314722",+998 555 00 88 00,https://yandex.uz/maps/-/CDdIUAPg,,,,,,,,24/7,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
53zQD.nYQuurK.dVdIjcKQ,Urban Power,АЗС,"ул. Махтумкули, 79","41.304648, 69.321113",+998 95 147 22 22,https://yandex.uz/maps/-/CDdIUR1R,,,,,,,,"09:00 – 18:00 (сб, вс - выходные)",,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
1uvVn1MWSZCaDmdjMx-TLw,Tok Bor,АЗС,"Ташкент, Яшнободский район, махаллинский сход граждан Дустабад","41.303982, 69.322159",+998 78 777 77 87,https://yandex.uz/maps/-/CDdIU-pb,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
uPuBeW-PR02p06yqdVHqsw,Tok Bor,АЗС,"ул. Паркент, 180/1","41.306537, 69.337425",+998 78 777 77 87,https://yandex.uz/maps/-/CDdIYKI1,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
hai6WzvtRiaeGeARUwl4wg,Tok Bor,АЗС,"Ташкентская область, Ахангаран","40.902650, 69.642485",+998 78 777 77 87,https://yandex.uz/maps/-/CDdI48z9,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
pdKUJ0JZTMqpa1A.QJ8raQ,K-Watt,АЗС,"Ташкент, Яшнободский район, махалля Дустобод","41.299581, 69.342448",+998 78 555 07 08,https://yandex.uz/maps/-/CDdIYP65,,,,,,,,24/7,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
Oyumx0hTQ1yhWWhXsExMfQ,GreenTE Orom,АЗС,"городской посёлок Нурабад, 46","40.907038, 69.797531","+998 881 00 18 81
+998 881 00 63 39
+998 880 17 10 88",https://yandex.uz/maps/-/CDdIa8zo,,,,,,,,24/7,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
LEHtwT1dR3W6Yf2Oc082Yw,Tok Bor,АЗС,"ул. Амира Темура, 70","40.903373, 69.644795",+998 78 777 77 87,https://yandex.uz/maps/-/CDdIaY8V,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
10nfcWIuTgKRkm-YFjvXTQ,Tok Bor,АЗС,"Ташкентская область, Ангрен, городской посёлок Нурабад","40.908244, 69.803569",+998 78 777 77 87,https://yandex.uz/maps/-/CDdIeFOI,,,,,,,,24/7,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
7-KGIO9nR1yurhTZeIj23A,Tok Bor,АЗС,"Ташкентская область, Ангрен, Ахангаранская улица","40.994561, 70.055573",+998 78 777 77 87,https://yandex.uz/maps/-/CDdIe-Zz,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
AOoSx26uT8qE5nkqZX5z0w,Electric charging station,АЗС,"Ташкентская область, Ангрен, Ахангаранская улица","41.007943, 70.093391",Нет информации,https://yandex.uz/maps/-/CDdIi6Jx,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
a-TmSSt-zQNqfDbtTCny3Sg,K-Watt,АЗС,"Ахангаранская ул., 12","41.010026, 70.097063",+998 78 555 07 08,https://yandex.uz/maps/-/CDdIi82y,,,,,,,,24/7,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
1bxueTaiQjGbRxAXJ56GNw,Megawatt Energy,АЗС,"Ташкентская область, Ахангаранский район, населённый пункт Машинатоп","41.127132, 70.358906",+998 90 047 99 11,https://yandex.uz/maps/-/CDdImQLI,,,,,,,,24/7,true,,,true,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
itlAb9Z4SbSe19EImtCy-w,Tok Bor,АЗС,А373,"41.154629, 70.445628",+998 78 777 77 87,https://yandex.uz/maps/-/CDdIm64-,,,,,,,,24/7,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
Ztq8v1NjTSam.lGTMC5Zyw,Зарядная станция,АЗС,"Наманганская область, Папский район","41.148199, 70.446622",Нет информации,https://yandex.uz/maps/-/CDdImOjk,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
Hbe9WaV6R4W6DhbPpdKbhw,Megawatt Energy,АЗС,А373,"41.136647, 70.460444",+998 90 047 99 11,https://yandex.uz/maps/-/CDdImP5m,,,,,,,,24/7,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
dwwVfhgCS--RXp6UAZ.Qfg,Tok Bor,АЗС,"Наманганская область, Папский район","41.040100, 70.578530",+998 78 777 77 87,https://yandex.uz/maps/-/CDdIqFId,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
bINOqVpETJenFm3qvrR6Pw,Tok Bor,АЗС,"Наманганская область, Папский район","41.034213, 70.587114",+998 78 777 77 87,https://yandex.uz/maps/-/CDdIqVKd,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
FqPxfy6iSL6BzUM.7nEOmQ,Tok Bor,АЗС,"Наманганская область, Папский район","41.032913, 70.593908",+998 78 777 77 87,https://yandex.uz/maps/-/CDdIqOnZ,,,,,,,,Нет информации,false,,,true,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
rvLlE7wmSTedkKL6mDSl4w,Tok Bor,АЗС,А373,"41.027179, 70.604294",+998 78 777 77 87,https://yandex.uz/maps/-/CDdIqX46,,,,,,,,Нет информации,false,,,true,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
JonsGzxpTqCWNbEYYoOqyg,Tok Bor Hybryd,АЗС,А373,"40.997547, 70.634011",+998 78 777 77 87,https://yandex.uz/maps/-/CDdIuWP5,,,,,,,,24/7,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
QvY2wDJCQZqJHrXOlObT7A,Tok Bor,АЗС,А373,"40.997397, 70.633385",+998 78 777 77 87,https://yandex.uz/maps/-/CDdIuTpO,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
eyElhe2.R-6cdtLoxw-vWw,Elektromobillarni quvvatlash stansiyasi,АЗС,А373,"40.997746, 70.633351",Нет информации,https://yandex.uz/maps/-/CDdIyZif,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.16.2024,,,,,true
P7ABoafmTTOnirHlIHmZBg,Зарядная станция,АЗС,"Наманганская область, Папский район","40.937721, 70.694509",Нет информации,https://yandex.uz/maps/-/CDdQrA20,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,true
RKtBkdILTvadCHsDg5LQew,AfsonaTok,АЗС,А373,"40.921054, 70.737526",Нет информации,https://yandex.uz/maps/-/CDdQrVPQ,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,true
7bcuctibSUCWyQwd.MnUuQ,Dunyo,АЗС,"Наманганская область, Папский район","40.920508, 70.738153",Нет информации,https://yandex.uz/maps/-/CDdQrD5X,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,true
USztR.6STG6DyAxQRBRdVg,Tok Bor,АЗС,"Наманганская область, Папский район","40.874653, 70.782338",+998 78 777 77 87,https://yandex.uz/maps/-/CDdQr-Ku,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,true
SnfAUA9CQjizYVXiRzQiAQ,GreenTE,АЗС,"Наманганская область, Папский район","40.790138, 70.808650","+998 881 00 18 81
+998 881 00 63 39
+998 880 17 10 88",https://yandex.uz/maps/-/CDdQvR~y,,,,,,,,24/7,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,true
cjPuzLH4RUiI41h3KGKuHA,Tok Bor,АЗС,"Наманганская область, Папский район","40.786064, 70.810182",+998 78 777 77 87,https://yandex.uz/maps/-/CDdQvP-K,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,true
A-QBMx4UQpyvTghcePCmiQ,GreenTE,АЗС,"Ферганская область, Алтыарыкский район, населённый пункт Зафарабад, Muqumiy koʻchasi, 71","40.584047, 71.381613","+998 881 00 18 81
+998 880 17 10 88
+998 881 00 63 39",https://yandex.uz/maps/-/CDdQzGyZ,,,,,,,,24/7,,,,true,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,true
tdHcHMB3RT-mKFKtVkC5PQ,Trianon Energy,АЗС,"Ферганская область, Куштепинский район, махаллинский сход граждан Йулдошобод, улица Бурхониддин Маргилоний, 25","40.453002, 71.660926",+998 78 555 01 00,https://yandex.uz/maps/-/CDdQz22J,,,,,,,,24/7,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,true
hb3RFSE6TqS9EJ0x7G9K4Q,Tok Bor,АЗС,"Ферганская область, Маргилан, городской посёлок Янги Маргилан","40.421691, 71.714443",+998 78 777 77 87,https://yandex.uz/maps/-/CDdQ7M6H,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,true
DaW4mB-WT4uGo5G4mX1teA,Зарядная станция,АЗС,"Фергана, махаллинский сход граждан Шодлик","40.407226, 71.744899",Нет информации,https://yandex.uz/maps/-/CDdQ76zr,,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,true
pe9qugLqQaGKDleoErD6Ug,Carat Gaz-Oil,АЗС,"Ташкент, Алмазарский район, махаллинский сход граждан Майарык","41.384114, 69.212639",Нет информации,https://yandex.uz/maps/-/CDdUiEYs,true,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
b4if1hCFR7uZAgTBr9ZUWw,АГЗС METAN,АЗС,Katta halqa avtomabil yo'li Olmazor tumani Zamona restoran ,"41.380530, 69.207928",Нет информации,https://yandex.uz/maps/-/CDdUiN42,true,,,,,,,06:00 23:00,true,,true,,,true,true,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
HEDRJ6CvRVmB1X45y6ebFA,Omad-yulduzi,АЗС,"Алмазарский район, ул. Келес Йули, 9Б","41.376662, 69.222352",+998 71 227 68 66,https://yandex.uz/maps/-/CDdUiGik,true,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,false,,,,
f0gFafCGRKS4806PR.6ZNg,RS Petro,АЗС,"ул. Норазтепа, 64А","41.364943, 69.226762",Нет информации,https://yandex.uz/maps/-/CDdUmJpE,true,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
N2Q382jLQTuk9i.exCyIxw,АЗС,АЗС,"2-я ул. Каракамыш, 6А","41.363632, 69.203136",Нет информации,https://yandex.uz/maps/-/CDdUmW6f,true,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
L9TsyxTnQB6P5jWAIn5oaw,Ibr,АЗС,"Ташкент, Олмазорский район, махалля Зиё","41.357192, 69.206296",Нет информации,https://yandex.uz/maps/-/CDdUm2Kn,true,true,,true,true,,,24/7,true,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
j6XPCVRbSBaoz84rkyMxZw,Energy Oil Group,АЗС,"Ташкент, улица Дилсарой","41.356011, 69.230291",Нет информации,https://yandex.uz/maps/-/CDdUq23c,true,true,,true,true,true,,07:00 – 00:00,true,,true,true,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
lwkdN134QO2aEDH0Vl-oig,Master Class Oil,АЗС,"Алмазарский район, массив Каракамыш, 2/4","41.359148, 69.235297",+998 71 229 29 29,https://yandex.uz/maps/-/CDdUySz5,true,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
f0eCD51oSD6fEKvD0suj7A,Muhammad-biznes-servis,АЗС,"Ташкент, улица Норазтепа","41.364813, 69.226897",Нет информации,https://yandex.uz/maps/-/CDdUyP3k,true,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
5hopX50pR7K6RahrBTUAnw,Ibr,АЗС,"Ташкент, Алмазарский район, махаллинский сход граждан Тараккиёт","41.358926, 69.241922",Нет информации,https://yandex.uz/maps/-/CDdU5U~n,true,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
l9o0N--6Qb24z5jmyDOBwg,UNG Petro,АЗС,"Ташкент, Алмазарский район, махаллинский сход граждан Мискин","41.356461, 69.248528",Нет информации,https://yandex.uz/maps/-/CDdU5G4O,true,true,,true,true,,true,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
0m9LctQxSYCTRo8.58qqIA,Uzgazoil,АЗС,"ул. Широк, 2","41.362174, 69.252320",Нет информации,https://yandex.uz/maps/-/CDdU6Ij~,true,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
fFJdmWcbS6i9bd8DWBHioQ,Baza,АЗС,"ул. Широк, 104Б","41.365785, 69.254896",Нет информации,https://yandex.uz/maps/-/CDdU6Wii,true,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
qAjhcZm.SvCIbXzziNMzug,Petrol,АЗС,"Ташкент, Юнусабадский район, махаллинский сход граждан Тикланиш","41.377636, 69.267685",Нет информации,https://yandex.uz/maps/-/CDdUbMKD,true,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
FWl56onJTEqR7yHkNYjt-w,Petrol,АЗС,"Ташкент, Юнусабадский район, улица Нурмакон","41.377438, 69.268760",Нет информации,https://yandex.uz/maps/-/CDdUb0Z2,true,,,,,,,Нет информации,,,,true,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
8p3MpKg6QrCPldtU-0NAJw,Хума,АЗС,"Ташкент, Юнусабадский район, Майкурганская улица, 1","41.377614, 69.268740",+998 71 221 21 67,https://yandex.uz/maps/-/CDdUfYM6,true,,,,,,,06:00 – 23:00,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
2Wqxf81RSXSSsYIlVaKotg,АЗС,АЗС,"Ташкент, Юнусабадский район, махаллинский сход граждан Тикланиш","41.377686, 69.268273",Нет информации,https://yandex.uz/maps/-/CDdUfOOW,true,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
LPI4f4U0SeOg4aohUUPI6w,Ayoosh,АЗС,"Ташкент, Юнусабадский район, махалля Хасанбой","41.391376, 69.269350",Нет информации,https://yandex.uz/maps/-/CDdUfP1I,true,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
roHSLwt-RR6iXuIM7ocw.A,Заправка,АЗС,"Ташкент, Юнусабадский район, махаллинский сход граждан Хасанбай","41.390674, 69.268876",Нет информации,https://yandex.uz/maps/-/CDdUz-6C,true,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
fI2RrrtHQ0ihJQj6EO2Ycg,Ipak yoli Petrol,АЗС,"Ташкент, Юнусабадский район, махаллинский сход граждан Исламабад","41.384243, 69.281540",Нет информации,https://yandex.uz/maps/-/CDdU70lE,true,,,,,,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
QwfH0ilkS5OLLiR8ORzGUg,Good oil,АЗС,"Ташкент, Юнусабадский район, махалля Исломобод","41.384215, 69.281515",Нет информации,https://yandex.uz/maps/-/CDdU7X0h,true,true,,true,,,true,24/7,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
D-xX0-UtQzyXM9185WQiAA,Alex plus business,АЗС,"Ташкент, Юнусабадский район, махалля Исломобод","41.384056, 69.281154",+998 71 221 76 04,https://yandex.uz/maps/-/CDdYAG1P,true,,,,,,,24/7,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
lbXMNeAgQ1-XR-jKFzjSSQ,АЗС,АЗС,"Ташкент, Юнусабадский район, махаллинский сход граждан Янги Хаёт","41.382837, 69.291249",Нет информации,https://yandex.uz/maps/-/CDdYEQJ2,true,true,,true,true,true,,Нет информации,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
tP.N8eHLRAqIKVhfs0LxTw,Jizzakh Petroleum,АЗС,"Ташкент, 1-й проезд Гуруч-Арик","41.348529, 69.238095",+998 71 246 13 91,https://yandex.uz/maps/-/CDdYIEYI,true,true,,,,,,24/7 (вт - выходной),true,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
Jbuh83HuSOSQO.C6fYz6YA,UNG Petro,АЗС,"ул. Файзибаланд, 64Б","41.347895, 69.238367",Нет информации,https://yandex.uz/maps/-/CDdYI62e,true,true,,,,,,24/7,true,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
6-WCAobyTGeOiE5.guoN.g,Perfect petrol,АЗС,"Алмазарский район, Малая кольцевая дорога, 9G","41.347592, 69.247100",Нет информации,https://yandex.uz/maps/-/CDdYMQOr,true,true,,true,true,,,24/7,true,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
Lyqgx65kReuQNwhUH9bNcw,Mirxosil,АЗС,"Ташкент, Алмазарский район, Малая кольцевая дорога","41.348493, 69.255710",Нет информации,https://yandex.uz/maps/-/CDdYMWmF,true,true,true,true,,,true,24/7,,,,,,,,ozhiganovavar@gmail.com,Ozhiganova Varya,10.17.2024,,,,,
8mn0e5iZRWSRzpowEA-0AQ,TatNeft,,"Шайхонтохур, Коратош ","41.315200886389206,69.23474062451055",,,,,,,,,,24/7,true,,true,true,,true,true,,,,,,,,
0TxDzvHJRIeDJlRzLN1HQA,Uzneftgaz,АЗС,KXAY 36,"41.348689282919814,69.23966312863432",,,,,,,,,,24/7,true,,,,,,,,,,,,,,
dxwCAZAIREO3V5mkSrbUtw,Мустанг ,АЗС,Бунедкор шох кучаси GOODY,"41.24245774276315,69.1716501868791",,,,,,,,,,24/7,true,,true,false,,false,,,,,,,,,
VBa2j9DNRQGIXRaJHNuz.g,Intran Servis,,"Uchtepa tumani, Farhod ko'chasi, uchtepa outlet centre","41.2907189,69.1808312",,,,,,,,,,24/7,true,,,,,,,,,,,,,,
AZj9Y3VMQeG3TnNgFE2DYQ,IBR Petroleum station ,,"Kichik halqa yo'li, Archa ko'cha,  Ftiziatriya va pulmonologiya markazi ro'parasida","41.3046147,69.1939212",,,,,,,,,,24/7,true,,true,true,,,true,,,,,,,,
OsJrPLCJTQOWvPlmy2W-zw,Mustang ,,"Toshkent, Farobiy ko'chasi, Beruniy metro Huvaydo mebelar uyi","41.3443898,69.2075003",,,,,,,,,,24/7,true,,true,,,true,true,,,,,,,,
lQs.XlAVR1ifCPRZWyfkfA,SEG TASCO ,АЗС,"Olmazor tumani, Dilsaroy ko'chasi soy bo'yi ","41.3556933,69.2308699",,,,,,,,,,24/7,true,,true,,,,,,,,,,,,
Sbwz7XSTSb61C5YCqPmT7w,UzGazoil,АЗС,Olmazor tumani Kichik halqa yo'li Qorasaroy chorahasiga yetmasdan ,"41.3488382,69.2384131",,,,,,,,,,24/7,true,,,,,,,,,,,,,,
dWo8MQKhQdSuve.VIOyx-Q,UzGazoil ,,Olmazor tumani Qoraqamish 1/2 ,"41.3605207,69.237433",,,,,,,,,,24/7,true,,true,true,,true,true,,,,,,,,
iV6nNoFYS0yXmUXKDK7iFw,Petrol,,"Olmazor tumani Noraz tepa ko'chasi, Noraz tepa 64A","41.3650297,69.2272541",,,,,,,,,,24/7,true,,,,,true,true,,,,,,,,
JieKMQnxSs-BhA35Z1IZAg,UzGazoil ,,"Olmazor tumani Usta shirin ko'chasi, Jomiy bozor","41.3559365,69.24884",,,,,,,,,,24/7,true,,,,,,,,,,,,,,
ZNqEB1w.Rly4AxJJ7NWbqw,UZMAXOIL,,Olmazor tumani Kichik halqa yo'li Teshik qopqa qabristoni ,"41.3477905,69.2470852",,,,,,,,,,,true,,,,,,true,,,,,,,,
ImLPh8rBSdGxjvxTAnzqUA,AZC Mirxosil,АЗС,Olmazor tumani Kichik halqa yo'li Shimoliy olmazor chorahasi,"41.3484368,69.2562577",,,,,,,,,,06:00 23:00,true,,,,,true,true,,,,,,,,
pFNjrRQ0SbuA4.w7iX6INg,UzGazoil ,,Olmazor tumani Taxtapul darvoza ko'chasi,"41.3411133,69.261773",,,,,,,,,,24/7,true,true,true,,,true,true,,,,,,,,
Y-hzOWwdT0yw.oXdYQ5lNw,Intran Servis ,АЗС,Qora tosh ko'chasi Samarqand darvoza ,"41.3181309,69.2299313",,,,true,,true,true,,,24/7,true,,,,,,true,,,,,,,,
2vsl00r2ShSGHxGJLXRGqw,UzGazoil ,АЗС,Kichik halqa yo'li Cho'lpon ota chorahasi,"41.2932072,69.1944406",,,,true,,true,true,,,24/7,true,,true,,,,,,,,,,,,
8dLV8m9rQn-VC2iRWXqkNA,UzGazoil ,АЗС,Uchtepa tumani Fozil tepa ko'chasi Uchtepa hokimyati,"41.2934883,69.1730129",,,,true,,true,true,,,24/7,true,,,,,true,,,,,,,,,
oJW4nIUiSqiboeQTJOu2lw,UzGazoil ,АЗС,Uchtepa tumani Shirin ko'chasi eko park seul,"41.2854493,69.172044",,,,true,,true,true,,true,24/7,true,,,,,true,true,,,,,,,,
